-0.00892759	-11.2984	-5.15489	0.755566	0.658618	-0.921052	
-0.00892759	-11.2984	-5.15489	0.755566	0.658618	-0.921052	
0.94135	-11.5011	-4.91842	0.375068	-0.137158	-0.0801872	
0.385624	-10.6861	-4.75402	0.337543	-0.253353	0.367582	
1.24436	-10.9094	-5.21524	0.51176	0.957488	0.10919	
1.53858	-11.1376	-4.28714	0.284056	0.0879951	-0.0333168	
0.745698	-10.8144	-3.77051	-0.961215	-1.50063	-0.960327	
1.49474	-10.8729	-4.43045	0.379246	1.02741	0.352226	
2.39372	-11.3097	-4.46202	-0.0177058	0.326941	-1.16526	
2.47244	-12.1317	-5.02609	-0.0911639	-0.0879419	-0.569989	
1.64261	-11.6551	-4.73591	0.213157	-0.601675	1.1328	
2.61445	-11.7564	-4.52314	0.716546	0.281365	-0.767997	
3.02994	-10.947	-4.10811	-0.590006	0.881654	-0.635704	
2.34553	-11.0489	-4.83005	-0.32279	1.18497	-0.93151	
2.01342	-10.4298	-4.11847	0.477564	0.632918	-0.0799698	
1.09289	-10.4449	-3.7281	0.696849	-1.44337	0.344885	
0.404069	-9.72928	-3.61237	1.86841	-0.384966	0.750093	
0.830426	-8.93752	-4.04979	-2.15397	1.51667	0.317226	
0.929002	-8.28283	-3.30035	0.315065	1.12705	0.324484	
-0.050503	-8.08143	-3.29759	0.051182	-0.164889	0.316704	
0.292874	-8.50524	-4.13572	0.146449	-0.299098	0.423648	
0.0853368	-8.72624	-5.08866	-1.40976	-0.868395	0.897722	
0.796726	-8.52959	-4.41394	-0.583974	-0.713312	-0.0204449	
-0.145008	-8.35746	-4.70291	-0.525573	1.26039	0.981867	
0.082475	-7.49204	-5.14934	0.187615	0.335449	-0.440174	
0.396303	-8.12419	-4.4409	-0.936174	0.0404935	-0.207531	
0.960983	-7.86983	-3.65576	-0.201693	0.370804	-0.844141	
0.448088	-7.74466	-4.50504	-0.796216	0.86132	-0.411875	
0.849945	-7.9038	-5.40681	-0.339106	1.03844	-0.239129	
0.999087	-8.87153	-5.60995	0.367249	1.18086	-0.396267	
0.281917	-8.21704	-5.37055	0.011487	0.749285	-0.283571	
-0.269319	-7.76596	-6.07245	-0.635772	-0.200756	-0.383885	
0.652385	-7.96293	-6.40661	-0.657147	-0.379352	-0.337434	
0.532298	-7.41569	-7.23493	1.75002	1.86785	0.812923	
1.18509	-7.89522	-6.64849	-0.145514	-1.00437	0.554009	
0.951498	-7.46309	-5.77746	-0.406153	0.953377	-0.492898	
0.624937	-6.65148	-6.26187	0.863457	0.813681	-1.57707	
1.08529	-7.49994	-6.52301	0.567354	-0.0117054	0.60385	
1.19288	-6.60014	-6.94584	-2.36139	-0.225586	-0.572828	
1.304	-6.97419	-6.02511	-2.13883	0.759908	-0.200593	
1.77482	-6.10151	-5.89569	-0.138053	-0.356056	0.00487273	
1.25801	-5.45416	-6.45592	-1.40453	-1.57294	-0.227328	
0.768426	-4.96206	-7.17573	-1.58946	-0.483266	0.646178	
1.363	-5.76315	-7.24458	-0.982419	-0.133885	1.85157	
1.97909	-5.03208	-6.95137	-1.87052	1.07968	0.679449	
2.49144	-5.46971	-6.21247	-1.69959	0.369713	0.139316	
2.74888	-6.14026	-6.90823	0.350735	0.459955	0.817692	
2.23411	-5.54359	-6.29261	-0.256364	0.334328	0.430944	
1.34544	-6.00198	-6.28063	-0.0657471	-0.0455923	0.00288104	
0.926009	-6.37214	-5.45174	0.0970084	0.491967	0.324787	
0.828487	-5.5607	-6.02798	-0.556292	0.198321	0.0228956	
0.759082	-5.45454	-7.01991	0.803224	-1.44614	-0.243561	
0.0164913	-5.62092	-7.66866	-0.162219	1.79478	0.0481446	
0.919626	-5.78054	-8.06724	-0.383734	0.030417	0.260847	
1.61113	-5.64753	-8.77727	-1.70579	0.367305	-0.95888	
1.94187	-5.09722	-9.54393	0.817988	-0.699003	-0.62556	
